id,premium,name,department,has_test,response_letter_required,salary_range,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,branding,show_logo_in_search,show_contacts,insider_interview,url,alternate_url,relations,snippet,contacts,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,accept_labor_contract,civil_law_contracts,night_shifts,accept_incomplete_resumes,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context,key_skills,search_query,employer_id,employer_name,employer_url,employer_alternate_url,employer_vacancies_url,employer_country_id,employer_accredited_it_employer,employer_trusted,employer_logo_urls.original,employer_logo_urls.90,employer_logo_urls.240,employer_logo_urls,area_id,area_name,area_url,salary_from,salary_to,salary_currency,salary_gross,type_id,type_name,schedule_id,schedule_name,experience_id,experience_name,employment_id,employment_name,professional_roles_id,professional_roles_name
130742439,False,Младший аналитик,,True,False,"{'from': 80000, 'to': 80000, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'city': 'Москва', 'street': 'Западный административный округ, район Солнцево, Киевское шоссе, 22-й километр', 'building': '4с1кА', 'lat': 55.63408903773304, 'lng': 37.44129986109923, 'description': None, 'raw': 'Москва, Западный административный округ, район Солнцево, Киевское шоссе, 22-й километр, 4с1кА', 'metro': {'station_name': 'Генерала Тюленева', 'line_name': 'Троицкая', 'station_id': '137.922', 'line_id': '137', 'lat': 55.626248, 'lng': 37.486032}, 'metro_stations': [{'station_name': 'Генерала Тюленева', 'line_name': 'Троицкая', 'station_id': '137.922', 'line_id': '137', 'lat': 55.626248, 'lng': 37.486032}, {'station_name': 'Румянцево', 'line_name': 'Сокольническая', 'station_id': '1.513', 'line_id': '1', 'lat': 55.633, 'lng': 37.4419}, {'station_name': 'Саларьево', 'line_name': 'Сокольническая', 'station_id': '1.514', 'line_id': '1', 'lat': 55.6227, 'lng': 37.424}, {'station_name': 'Тропарево', 'line_name': 'Сокольническая', 'station_id': '1.505', 'line_id': '1', 'lat': 55.6459, 'lng': 37.4725}], 'id': '21058752'}",,,2026-03-15T11:27:42+0300,2026-03-15T11:27:42+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130742439,,,False,,https://api.hh.ru/vacancies/130742439?host=hh.ru,https://hh.ru/vacancy/130742439,[],"{'requirement': 'Работаешь с официальным дистрибьютором Xiaomi — международный бренд и высокие стандарты. Отлично знаешь Excel (сводные таблицы, макросы). Умеешь работать с большими...', 'responsibility': 'Поддержка процесса сбора и систематизации данных для дальнейшего использования командой <highlighttext>аналитики</highlighttext>. Контроль корректности данных, выявление и устранение ошибок.'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,True,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,MS Excel,Аналитик,243011,МСота,https://api.hh.ru/employers/243011,https://hh.ru/employer/243011,https://api.hh.ru/vacancies?employer_id=243011,1,False,True,https://img.hhcdn.ru/employer-logo-original-round/4009365.jpg,https://img.hhcdn.ru/employer-logo-round/4009367.jpeg,https://img.hhcdn.ru/employer-logo-round/4009368.jpeg,,1,Москва,https://api.hh.ru/areas/1,250000.0,350000.0,RUR,False,open,Открытая,fullDay,Полный день,noExperience,Нет опыта,full,Полная занятость,10,Аналитик
130913008,False,Аналитик данных / Аналитик CPA (Junior),,True,False,"{'from': 80000, 'to': 100000, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}",,,,2026-03-15T10:09:30+0300,2026-03-15T10:09:30+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130913008,,,False,,https://api.hh.ru/vacancies/130913008?host=hh.ru,https://hh.ru/vacancy/130913008,[],"{'requirement': 'Работать с BI отчетностью (опыт работы будет преимуществом, но готовы обучить). Желательно иметь опыт работы <highlighttext>аналитиком</highlighttext> от 1 года в...', 'responsibility': 'Анализировать продажи и работу Контактных центров. Составлять регулярные аналитические отчеты, необходимые для анализа ключевых показателей эффективности. Составлять отчеты для руководства...'}",,[],[],[],False,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,"SQL, MS Excel, Power BI, Аналитическое мышление, Визуализация данных",Аналитик,12552028,Global Trads,https://api.hh.ru/employers/12552028,https://hh.ru/employer/12552028,https://api.hh.ru/vacancies?employer_id=12552028,1,False,True,https://img.hhcdn.ru/employer-logo-original/1486005.png,https://img.hhcdn.ru/employer-logo/12234387.png,https://img.hhcdn.ru/employer-logo/12234388.png,,1,Москва,https://api.hh.ru/areas/1,,250000.0,RUR,False,open,Открытая,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,156,"BI-аналитик, аналитик данных"
131152391,False,Аналитик данных,,False,False,"{'from': 145478, 'to': None, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'city': 'Москва', 'street': 'Большая Никитская улица', 'building': '17с2', 'lat': 55.756721, 'lng': 37.603235, 'description': None, 'raw': 'Москва, Большая Никитская улица, 17с2', 'metro': None, 'metro_stations': [], 'id': '14179465'}",,,2026-03-15T09:21:45+0300,2026-03-15T09:21:45+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131152391,,,False,,https://api.hh.ru/vacancies/131152391?host=hh.ru,https://hh.ru/vacancy/131152391,[],"{'requirement': 'Высшее образование (техническое/ финансовое/ экономическое/ математическое). Понимание принципов анализа данных, проверки гипотез, поиска взаимосвязей и интерпретации результатов в бизнес-логике. ', 'responsibility': '...данных с их последующим анализом и интерпретацией результатов. Подготовка презентаций. Предложение и реализация идей по улучшению отчетности и <highlighttext>аналитики</highlighttext> поведения.'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,,Аналитик,5023187,Автономная Некоммерческая организация Агентство Креативных Индустрий,https://api.hh.ru/employers/5023187,https://hh.ru/employer/5023187,https://api.hh.ru/vacancies?employer_id=5023187,1,False,True,https://img.hhcdn.ru/employer-logo-original-round/3657654.png,https://img.hhcdn.ru/employer-logo-round/3657655.png,https://img.hhcdn.ru/employer-logo-round/3657656.png,,1,Москва,https://api.hh.ru/areas/1,230000.0,280000.0,RUR,False,open,Открытая,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,156,"BI-аналитик, аналитик данных"
130844658,False,Аналитик данных,,False,True,"{'from': 110000, 'to': 160000, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}",,,,2026-03-14T20:02:53+0300,2026-03-14T20:02:53+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130844658,,,True,,https://api.hh.ru/vacancies/130844658?host=hh.ru,https://hh.ru/vacancy/130844658,[],"{'requirement': 'Уверенное владение SQL — оконные функции, подзапросы, агрегации, оптимизация запросов. Опыт работы с DWH — понимание архитектуры хранилища, слоёв данных, витрин. ', 'responsibility': 'Писать SQL-запросы к DWH для извлечения, трансформации и подготовки данных. Разрабатывать и поддерживать дашборды в Power BI и Looker...'}",,[],[],[],True,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': 'SELF_EMPLOYED', 'name': 'с\xa0самозанятым'}, {'id': 'INDIVIDUAL_ENTREPRENEUR', 'name': 'с\xa0ИП'}, {'id': 'INDIVIDUAL_PERSON', 'name': 'с\xa0физлицом'}]",False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,"Анализ данных, MS SQL Server, DAX, SQL, pandas, ETL, Clickhouse, PostgreSQL",Аналитик,4576601,Международная академия фейспластики и остеопатии,https://api.hh.ru/employers/4576601,https://hh.ru/employer/4576601,https://api.hh.ru/vacancies?employer_id=4576601,1,False,True,https://img.hhcdn.ru/employer-logo-original-round/4273367.png,https://img.hhcdn.ru/employer-logo-round/4273368.png,https://img.hhcdn.ru/employer-logo-round/4273369.png,,1,Москва,https://api.hh.ru/areas/1,70000.0,,RUR,False,open,Открытая,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,156,"BI-аналитик, аналитик данных"
130611244,False,Младший аналитик,,False,False,,"{'city': 'Москва', 'street': 'улица Правды', 'building': '26', 'lat': 55.790519, 'lng': 37.584829, 'description': None, 'raw': 'Москва, улица Правды, 26', 'metro': {'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, 'metro_stations': [{'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}], 'id': '14811337'}",,,2026-03-15T14:28:16+0300,2026-03-15T14:28:16+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130611244,,,False,,https://api.hh.ru/vacancies/130611244?host=hh.ru,https://hh.ru/vacancy/130611244,[],"{'requirement': 'Высшее техническое образование. Продвинутый Excel: сложные формулы, работа с датами, сводные таблицы, базовая автоматизация (макросы будет плюсом). Базовый опыт работы...', 'responsibility': 'Сбор, обработка и анализ данных, включая отчетность, первичный сбор данных (качественных и количественных). Мониторинг и ведение базы данных, работа с...'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,True,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,,Аналитик,10001085,ФРОГ,https://api.hh.ru/employers/10001085,https://hh.ru/employer/10001085,https://api.hh.ru/vacancies?employer_id=10001085,1,False,True,https://img.hhcdn.ru/employer-logo-original/1387147.png,https://img.hhcdn.ru/employer-logo/7168375.png,https://img.hhcdn.ru/employer-logo/7168376.png,,1,Москва,https://api.hh.ru/areas/1,70000.0,,RUR,False,open,Открытая,fullDay,Полный день,noExperience,Нет опыта,full,Полная занятость,40,Другое
131225892,False,Системный аналитик (SberНадежность),"{'id': '3529-3529-it', 'name': 'Сбер. IT'}",False,False,,,,,2026-03-15T10:05:10+0300,2026-03-15T10:05:10+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131225892,"{'type': 'MAKEUP', 'tariff': None}",True,False,,https://api.hh.ru/vacancies/131225892?host=hh.ru,https://hh.ru/vacancy/131225892,[],"{'requirement': 'Высшее техническое образование. Опыт работы системным <highlighttext>аналитиком</highlighttext> от 2х лет. Навыки работы с REST API (описание эндпоинтов, понимание структуры...', 'responsibility': 'Разрабатывать и внедрять ИИ-агентов — виртуальных помощников для команд сопровождения. Применять LLM-решения для интеллектуальной обработки данных и автоматизации рутинных...'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,,Аналитик,3529,СБЕР,https://api.hh.ru/employers/3529,https://hh.ru/employer/3529,https://api.hh.ru/vacancies?employer_id=3529,1,False,True,https://img.hhcdn.ru/employer-logo-original-round/6865265.jpeg,https://img.hhcdn.ru/employer-logo-round/6865266.jpeg,https://img.hhcdn.ru/employer-logo-round/6865267.jpeg,,1,Москва,https://api.hh.ru/areas/1,120000.0,,RUR,True,open,Открытая,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,10,Аналитик
131174894,False,Аналитик / Инвестиционный аналитик,,True,False,,"{'city': 'Москва', 'street': 'Ленинградский проспект', 'building': '15с10', 'lat': 55.780846, 'lng': 37.570051, 'description': None, 'raw': 'Москва, Ленинградский проспект, 15с10', 'metro': {'station_name': 'Белорусская', 'line_name': 'Замоскворецкая', 'station_id': '2.19', 'line_id': '2', 'lat': 55.777439, 'lng': 37.582107}, 'metro_stations': [{'station_name': 'Белорусская', 'line_name': 'Замоскворецкая', 'station_id': '2.19', 'line_id': '2', 'lat': 55.777439, 'lng': 37.582107}, {'station_name': 'Белорусская', 'line_name': 'Кольцевая', 'station_id': '5.20', 'line_id': '5', 'lat': 55.775179, 'lng': 37.582303}, {'station_name': 'Белорусская', 'line_name': 'МЦД-1', 'station_id': '131.700', 'line_id': '131', 'lat': 55.775179, 'lng': 37.582303}, {'station_name': 'Белорусская', 'line_name': 'МЦД-4', 'station_id': '136.894', 'line_id': '136', 'lat': 55.776389, 'lng': 37.580278}], 'id': '20362262'}",,,2026-03-15T15:26:32+0300,2026-03-15T15:26:32+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131174894,,,True,,https://api.hh.ru/vacancies/131174894?host=hh.ru,https://hh.ru/vacancy/131174894,[],"{'requirement': 'Высшее образование. Опыт работы в сфере недвижимости и понимание рынка недвижимости, инвестиций. Уверенный пользователь ПК: Excel (сводные таблицы, ВПР, формулы...', 'responsibility': 'Сбор и систематизация данных по инвестиционным сделкам. Подготовка справок, экспресс-<highlighttext>аналитики</highlighttext> и мини-презентаций по земельным активам и инвестиционным проектам...'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,"Аналитическое мышление, Анализ инвестиционных проектов",Аналитик,38092,Ricci,https://api.hh.ru/employers/38092,https://hh.ru/employer/38092,https://api.hh.ru/vacancies?employer_id=38092,1,False,True,https://img.hhcdn.ru/employer-logo-original/1396123.png,https://img.hhcdn.ru/employer-logo/7204275.png,https://img.hhcdn.ru/employer-logo/7204276.png,,1,Москва,https://api.hh.ru/areas/1,400000.0,,RUR,True,open,Открытая,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,10,Аналитик
131140887,False,Продуктовый аналитик (Middle / Middle+),,False,False,,"{'city': 'Москва', 'street': 'улица Лужники', 'building': '24с24', 'lat': 55.717366, 'lng': 37.562551, 'description': None, 'raw': 'Москва, улица Лужники, 24с24', 'metro': {'station_name': 'Лужники', 'line_name': 'МЦК', 'station_id': '95.535', 'line_id': '95', 'lat': 55.720278, 'lng': 37.563056}, 'metro_stations': [{'station_name': 'Лужники', 'line_name': 'МЦК', 'station_id': '95.535', 'line_id': '95', 'lat': 55.720278, 'lng': 37.563056}, {'station_name': 'Спортивная', 'line_name': 'Сокольническая', 'station_id': '1.135', 'line_id': '1', 'lat': 55.722388, 'lng': 37.562041}], 'id': '5904347'}",,,2026-03-14T18:08:29+0300,2026-03-14T18:08:29+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131140887,,,False,,https://api.hh.ru/vacancies/131140887?host=hh.ru,https://hh.ru/vacancy/131140887,[],"{'requirement': 'Желание участвовать в формировании продуктовых решений, а не просто выполнять задачи. Опыт внедрения продуктовой <highlighttext>аналитики</highlighttext> с нуля (Amplitude, Mixpanel). ', 'responsibility': 'Дизайн и анализ A/B-экспериментов: от расчёта выборки до интерпретации результатов. Внедрение продуктовой <highlighttext>аналитики</highlighttext> (Amplitude / Mixpanel): разметка событий, воронки...'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'REMOTE', 'name': 'Удалённо'}, {'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,"SQL, Python, Unit-экономика, A/B тесты, Mixpanel, Google Analytics, MS Excel",Аналитик,4899522,Плавно,https://api.hh.ru/employers/4899522,https://hh.ru/employer/4899522,https://api.hh.ru/vacancies?employer_id=4899522,1,True,True,https://img.hhcdn.ru/employer-logo-original/1438448.png,https://img.hhcdn.ru/employer-logo/7373424.png,https://img.hhcdn.ru/employer-logo/7373425.png,,1,Москва,https://api.hh.ru/areas/1,100000.0,130000.0,RUR,False,open,Открытая,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,164,Продуктовый аналитик
131155023,False,Финансовый аналитик,,False,False,,"{'city': 'Москва', 'street': 'улица Василисы Кожиной', 'building': '1', 'lat': 55.737502, 'lng': 37.504789, 'description': None, 'raw': 'Москва, улица Василисы Кожиной, 1', 'metro': {'station_name': 'Багратионовская', 'line_name': 'Филевская', 'station_id': '4.14', 'line_id': '4', 'lat': 55.743544, 'lng': 37.497042}, 'metro_stations': [{'station_name': 'Багратионовская', 'line_name': 'Филевская', 'station_id': '4.14', 'line_id': '4', 'lat': 55.743544, 'lng': 37.497042}, {'station_name': 'Парк Победы', 'line_name': 'Арбатско-Покровская', 'station_id': '3.173', 'line_id': '3', 'lat': 55.735679, 'lng': 37.516865}, {'station_name': 'Парк Победы', 'line_name': 'Солнцевская', 'station_id': '133.470', 'line_id': '133', 'lat': 55.736478, 'lng': 37.514401}, {'station_name': 'Фили', 'line_name': 'МЦД-1', 'station_id': '131.703', 'line_id': '131', 'lat': 55.744263, 'lng': 37.514526}], 'id': '20363506'}",,,2026-03-15T10:00:04+0300,2026-03-15T10:00:04+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131155023,,,False,,https://api.hh.ru/vacancies/131155023?host=hh.ru,https://hh.ru/vacancy/131155023,[],"{'requirement': 'Высшее профильное образование. Опыт составления бюджета и управленческой отчетности (полностью или отдельных отчетов) дистрибьюторской компании (PL, CF). Опыт составления финансовых...', 'responsibility': 'Участие в годовом бюджетном планирование, с дальнейшим переходом в ежеквартальное скользящее планирование (Rolling forecast). Ежемесячная подготовка пакета управленческой отчетности (PL...'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,"Финансовый анализ, Аналитическое мышление, Работа с базами данных, Финансовый менеджмент",Аналитик,1533703,Фармфорвард,https://api.hh.ru/employers/1533703,https://hh.ru/employer/1533703,https://api.hh.ru/vacancies?employer_id=1533703,1,False,True,https://img.hhcdn.ru/employer-logo-original-round/1256012.png,https://img.hhcdn.ru/employer-logo-round/1256013.png,https://img.hhcdn.ru/employer-logo-round/1256014.png,,1,Москва,https://api.hh.ru/areas/1,160000.0,200000.0,RUR,False,open,Открытая,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,134,"Финансовый аналитик, инвестиционный аналитик"
131034456,False,Бизнес аналитик в финансовый отдел,,False,False,"{'from': None, 'to': 300000, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'city': 'Москва', 'street': 'бульвар Дмитрия Донского', 'building': '1', 'lat': 55.574879, 'lng': 37.580113, 'description': None, 'raw': 'Москва, бульвар Дмитрия Донского, 1', 'metro': None, 'metro_stations': [], 'id': '13780306'}",,,2026-03-15T15:01:16+0300,2026-03-15T15:01:16+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131034456,,,False,,https://api.hh.ru/vacancies/131034456?host=hh.ru,https://hh.ru/vacancy/131034456,[],"{'requirement': 'Высшее экономическое/финансовое образование. Опыт в автоматизации систем учета и бюджетирования, организации бизнес-процессов. Опыт финансового моделирования (создание финансовых моделей...', 'responsibility': 'Внедрение системы бюджетирования. Создание с нуля проекта автоматизации управленческого учета (abc-costing). Создание финансовых моделей с нуля по новым проектам...'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,,Аналитик,10032645,Саприм,https://api.hh.ru/employers/10032645,https://hh.ru/employer/10032645,https://api.hh.ru/vacancies?employer_id=10032645,1,False,True,,,,,1,Москва,https://api.hh.ru/areas/1,,200000.0,RUR,False,open,Открытая,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,134,"Финансовый аналитик, инвестиционный аналитик"
131031192,False,Бизнес-аналитик,,False,False,"{'from': 150000, 'to': None, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}",,,,2026-03-15T13:39:03+0300,2026-03-15T13:39:03+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131031192,,,True,,https://api.hh.ru/vacancies/131031192?host=hh.ru,https://hh.ru/vacancy/131031192,[],"{'requirement': 'Опыт работы в системах DirectumRX, 1С, Tessa, Elma, Docvision или иных корпоративных информационных системах. Высшее образование. Готовность и умение...', 'responsibility': 'Самостоятельное проведение аудитов бизнес-процессов, интервьюирование ключевых лиц и владельцев бизнес-процессов. Анализ и подготовка предложений по оптимизации внутренних бизнес...'}",,[],[],[],False,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,"Бизнес-анализ, Power BI, User Flow, BPMN, Use case, ELMA",Аналитик,11793823,Квантиль,https://api.hh.ru/employers/11793823,https://hh.ru/employer/11793823,https://api.hh.ru/vacancies?employer_id=11793823,1,False,True,,,,,1,Москва,https://api.hh.ru/areas/1,,100000.0,RUR,True,open,Открытая,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,150,Бизнес-аналитик
131053202,False,Аналитик,,False,False,"{'from': 120000, 'to': 130000, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'city': 'Москва', 'street': 'Щукинская улица', 'building': '2', 'lat': 55.809641, 'lng': 37.481936, 'description': None, 'raw': 'Москва, Щукинская улица, 2', 'metro': {'station_name': 'Покровское', 'line_name': 'МЦД-2', 'station_id': '132.736', 'line_id': '132', 'lat': 55.814247, 'lng': 37.47678}, 'metro_stations': [{'station_name': 'Покровское', 'line_name': 'МЦД-2', 'station_id': '132.736', 'line_id': '132', 'lat': 55.814247, 'lng': 37.47678}, {'station_name': 'Покровское-Стрешнево', 'line_name': 'МЦД-2', 'station_id': '132.719', 'line_id': '132', 'lat': 55.814247, 'lng': 37.47678}, {'station_name': 'Стрешнево', 'line_name': 'МЦК', 'station_id': '95.542', 'line_id': '95', 'lat': 55.813611, 'lng': 37.486944}, {'station_name': 'Стрешнево', 'line_name': 'МЦД-2', 'station_id': '132.720', 'line_id': '132', 'lat': 55.813611, 'lng': 37.486944}], 'id': '19844142'}",,,2026-03-15T10:47:37+0300,2026-03-15T10:47:37+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131053202,,,False,,https://api.hh.ru/vacancies/131053202?host=hh.ru,https://hh.ru/vacancy/131053202,[],"{'requirement': 'Углубленными знаниями и навыками работы с Excel (включая сложные формулы, сводные таблицы, Power Query, парсинг табличных и нетабличных данных). ', 'responsibility': 'Анализ различных сегментов фармацевтического рынка на основании доступны баз данных Headway, DSM и открытых источников. Создание и ведение справочников/баз...'}",,[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,False,"{'id': 'FULL', 'name': 'Полная'}",False,,False,,"Работа с базами данных, Анализ данных, Аналитическое мышление, Работа с большим объемом информации, Сбор и анализ информации, Базы данных, Анализ бизнес показателей, Анализ рынка, Деловая коммуникация, Деловая переписка, Деловое общение",Аналитик,559682,Эдвансд Трейдинг,https://api.hh.ru/employers/559682,https://hh.ru/employer/559682,https://api.hh.ru/vacancies?employer_id=559682,1,False,True,https://img.hhcdn.ru/employer-logo-original-round/1704524.jpg,https://img.hhcdn.ru/employer-logo-round/1704526.jpeg,https://img.hhcdn.ru/employer-logo-round/1704527.jpeg,,1,Москва,https://api.hh.ru/areas/1,250000.0,,RUR,True,open,Открытая,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,40,Другое
