id,name,published_at,created_at,archived,alternate_url,employer_id,employer_name,employer_trusted,area_id,area_name,salary_from,salary_to,salary_currency,salary_gross,experience_id,experience_name,employment_id,employment_name,schedule_id,schedule_name,professional_roles_id,professional_roles_name,key_skills,snippet,response_url
115529176,Системный аналитик,2026-03-15T10:15:33+0300,2026-03-15T10:15:33+0300,False,https://hh.ru/vacancy/115529176,3280416,Цифровые привычки,True,1,Москва,,,,,between3And6,От 3 до 6 лет,full,Полная занятость,remote,Удаленная работа,148,Системный аналитик,"BPMN, UML, UX","{'requirement': 'Высшее образование (желательно техническое). Опыт работы системным <highlighttext>аналитиком</highlighttext> от 2 лет в проектах разработки и/или внедрения информационных систем для...', 'responsibility': 'Выявление, фиксация, согласование бизнес и функциональных требований. Декомпозиция и анализ задач бэклога. Взаимодействие с UX/UI-специалистами. Детальное проектирование интеграции...'}",
131055185,Senior Investment Analyst,2026-03-15T14:15:42+0300,2026-03-15T14:15:42+0300,False,https://hh.ru/vacancy/131055185,11383147,“Централ Азия Кэпитал”,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,134,"Финансовый аналитик, инвестиционный аналитик","Английский язык, Анализ инвестиционных проектов, Анализ финансовых показателей, Инвестиции, Анализ рынка","{'requirement': 'Relevant experience in private equity, investment banking, top-tier consulting, or Big 4 (Transaction Services / Valuation). 2+ years of...', 'responsibility': 'Own end-to-end analysis for selected deals: market mapping, screening, deep industry research, and investment thesis development. '}",
130755008,Бизнес-аналитик,2026-03-15T14:00:36+0300,2026-03-15T14:00:36+0300,False,https://hh.ru/vacancy/130755008,1789341,Sapiens solutions,True,1,Москва,,,,,between3And6,От 3 до 6 лет,full,Полная занятость,fullDay,Полный день,150,Бизнес-аналитик,"IDEF, BPMN, eEPC, SQL, MS Excel, UML, Atlassian Confluence, CJM, Use case, User Story, Agile, Scrum, Системный анализ, Бизнес-анализ","{'requirement': 'Высшее образование: техническое, экономическое, финансовое, математическое. Опыт работы на позиции бизнес-<highlighttext>аналитика</highlighttext> от 4 лет. Опыт работы в банковском секторе...', 'responsibility': 'Участие в функциональном тестировании, демо-показах, сборе обратной связи от стейкхолдеров. Взаимодействие с UI/UX-дизайнером, системным <highlighttext>аналитиком</highlighttext>. '}",
130496516,Junior Data Analyst / Data Analyst,2026-03-15T16:09:56+0300,2026-03-15T16:09:56+0300,False,https://hh.ru/vacancy/130496516,4531474,WhoIsBlogger (WIB),True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,remote,Удаленная работа,156,"BI-аналитик, аналитик данных","SQL, Python, Анализ данных, Big Data","{'requirement': 'Знание Excel. Знание Python в качестве инструмента <highlighttext>аналитики</highlighttext> (Pandas, matplotlib). Опыт работы с Jira / Confluence / Jenkins. Опыт работы с одной...', 'responsibility': 'Реализация различных продуктовых задач, связанных со сбором и обработкой данных с использованием SQL. Реализация объемных задач по проектам компании с...'}",
131178483,Системный аналитик (1C: ERP),2026-03-15T16:42:19+0300,2026-03-15T16:42:19+0300,False,https://hh.ru/vacancy/131178483,102039,OLDOS GROUP,True,1,Москва,,,,,between3And6,От 3 до 6 лет,full,Полная занятость,fullDay,Полный день,10,Аналитик,"Системный анализ, BPMN, UML, REST API, JSON, XML, MS SQL, 1C: ERP, Системная интеграция, Тестирование ПО","{'requirement': 'Опыт работы системным <highlighttext>аналитиком</highlighttext> от 3-х лет. Опыт постановки задач разработчикам (подготовка ТЗ, user story, use case, спецификаций). ', 'responsibility': 'Сопровождение корпоративной ERP-системы (1С:ERP) после внедрения. Подготовка функциональных и системных требований для разработки. Проектирование интеграций между корпоративными...'}",
130914915,Системный аналитик,2026-03-15T10:38:46+0300,2026-03-15T10:38:46+0300,False,https://hh.ru/vacancy/130914915,2400958,Клауд Ком,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,148,Системный аналитик,,"{'requirement': 'Понимание принципов и процессов разработки ПО. Знание основ архитектуры ИС и основных паттернов проектирования. Желание и умение погружаться в новые...', 'responsibility': 'Взаимодействие с участниками интеграции в части сбора требований и анализа бизнес-процесса. Разработка архитектурно-технологического решения интеграции систем. '}",
131038920,Аналитик данных / BI-разработчик (e-commerce),2026-03-15T17:17:32+0300,2026-03-15T17:17:32+0300,False,https://hh.ru/vacancy/131038920,5811434,Макаренко Валентина Ивановна,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,remote,Удаленная работа,156,"BI-аналитик, аналитик данных","SQL, Power BI, ETL, Работа с базами данных, Big Data","{'requirement': 'Проводить <highlighttext>аналитику</highlighttext>. Для этого потребуется умение писать сложные SQL-запросы и применять базовые статистические методы. Power BI: Уверенный уровень (DAX...', 'responsibility': 'Проектировать и разрабатывать модели данных. Тебе предстоит разобраться в структуре наших данных (1С, выгрузки с маркетплейсов) и построить модели...'}",
131055140,Продуктовый аналитик (Ценообразование),2026-03-15T14:10:40+0300,2026-03-15T14:10:40+0300,False,https://hh.ru/vacancy/131055140,588914,Aviasales.ru,True,1,Москва,,,,,between3And6,От 3 до 6 лет,full,Полная занятость,remote,Удаленная работа,164,Продуктовый аналитик,"SQL, Python, A/B тесты, Математическая статистика","{'requirement': 'Опыт в роли <highlighttext>аналитика</highlighttext> данных в продуктовой компании от 4х лет. Глубокое знание SQL (сложные запросы, аналитические функции, оптимизация). ', 'responsibility': 'Глубоко погрузиться в анализ рыночных данных. Формировать и отслеживать метрики, влияющие на бизнес. Разрабатывать аналитические отчеты и дашборды. '}",
130926043,Ведущий бизнес-аналитик ELMA365,2026-03-15T13:39:05+0300,2026-03-15T13:39:05+0300,False,https://hh.ru/vacancy/130926043,12276328,РНКО Lazarus Finance,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,150,Бизнес-аналитик,"Бизнес-анализ, Аналитическое мышление, Моделирование бизнес-процессов, BPMN, ELMA, JSON, SQL, REST, Системная интеграция, Постановка задач разработчикам","{'requirement': 'Опыт работы в роли бизнес-<highlighttext>аналитика</highlighttext> от 3 лет, из них не менее 2–3 лет - специфика ELMA365. ', 'responsibility': 'Тестирование разработанного функционала, проведение демо-показов и обучение пользователей. Развитие направления ELMA365 - систематизация процессов <highlighttext>аналитики</highlighttext>, формирование внутренних регламентов и...'}",
131223777,Тренд-аналитик/байер на проект,2026-03-14T20:34:12+0300,2026-03-14T20:34:12+0300,False,https://hh.ru/vacancy/131223777,14703,Единая Европа-Элит и сеть магазинов СТИЛЬПАРК,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,remote,Удаленная работа,68,"Менеджер по маркетингу, интернет-маркетолог",,"{'requirement': 'Опыт работы в fashion (дизайн/продукт/<highlighttext>аналитика</highlighttext> - в любой комбинации). Бельевой ритейл - приоритет. Сильные навыки анализа трендов, рынка и продаж. ', 'responsibility': 'Разработка и формирование концепций будущих сезонов, на основе <highlighttext>аналитики</highlighttext> и матрицы. Формирование предложений по ассортименту и цветовой палитре. '}",
129401351,Главный аналитик направления (предиктивный анализ в производстве),2026-03-15T10:07:13+0300,2026-03-15T10:07:13+0300,False,https://hh.ru/vacancy/129401351,86547,Промышленные инновации,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,10,Аналитик,,"{'requirement': 'Понимание производственной специфики работы с данными (увы, даже опытные специалисты из финтеха или ритейла нам не подойдут). Релевантный опыт от...', 'responsibility': 'Технический контроль и надзор за содержанием и полнотой документов по этапам текущих проектов внедрения. Написание ТТ, ТЗ/ЧТЗ, корректировка ранее...'}",
130846027,Продуктовый аналитик,2026-03-15T00:31:35+0300,2026-03-15T00:31:35+0300,False,https://hh.ru/vacancy/130846027,588914,Aviasales.ru,True,1,Москва,,,,,between3And6,От 3 до 6 лет,full,Полная занятость,remote,Удаленная работа,164,Продуктовый аналитик,"Python, SQL, A/B тесты, Анализ данных, Продуктовые метрики","{'requirement': 'Опыт в роли продуктового <highlighttext>аналитика</highlighttext> от 3х лет. Понимание физического смысла бизнесовых и продуктовых метрик, умение объяснить сложное простым...', 'responsibility': 'Полностью пересмотреть систему метрик личного кабинета партнера и оцифровать опыт партнера в нем с помощью метрик и дашбордов. '}",
130481421,Системный аналитик,2026-03-15T12:24:12+0300,2026-03-15T12:24:12+0300,False,https://hh.ru/vacancy/130481421,1913815,Сорб групп,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,10,Аналитик,"SQL, Системный анализ, ГОСТ 34, JSON API, PostgreSQL, Постановка задач разработчикам, Atlassian Jira, Atlassian Confluence","{'requirement': 'Опыт в аналогичной должности от 2 лет в производственной компании или уверенность в быстром погружении в сложную объемную техническую, но...', 'responsibility': 'Разработка технического задания на новые продукты компании(оборудование и ПО). Изучение международных и российских стандартов в дорожной отрасли в частности...'}",
130175551,Excel Аналитик,2026-03-15T17:00:37+0300,2026-03-15T17:00:37+0300,False,https://hh.ru/vacancy/130175551,939336,Российское Авторское Общество,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,10,Аналитик,,"{'requirement': 'Образование высшее. Опыт работы с обработкой данных. Понимание электронно-вычислительной техники, комплектующих устройств и другого оборудования. Высокий уровень пользователя ПК...', 'responsibility': 'Сбор и обработка данных. Контроль, корректировка ввода данных. Ведение, обработка сводных таблиц в Microsoft Excel. Работа с отчетной документацией. '}",
129400966,Аналитик ГИИ,2026-03-15T10:03:12+0300,2026-03-15T10:03:12+0300,False,https://hh.ru/vacancy/129400966,86547,Промышленные инновации,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,40,Другое,,"{'requirement': 'Будет плюсом: Знание ПО GitLab, Camunda, ShtormBPMN (или аналогов). Владение Python, SQL с уклоном в <highlighttext>аналитику</highlighttext> данных. Приветствуются выпускники Яндекс...', 'responsibility': 'Анализ задач по автоматизации бизнес-процессов Заказчика с уклоном в генеративный искусственный интеллект (ГИИ). Описание бизнес требований. Моделирование бизнес-процессов...'}",
130845717,Системный Аналитик Мобильного Приложения,2026-03-14T23:19:04+0300,2026-03-14T23:19:04+0300,False,https://hh.ru/vacancy/130845717,12260686,Корпу,True,1,Москва,,,,,between3And6,От 3 до 6 лет,full,Полная занятость,fullDay,Полный день,148,Системный аналитик,,"{'requirement': 'Умение писать Swagger, навыки работы в Postman. 15. Навыки декомпозиции работ по <highlighttext>аналитике</highlighttext> и для продукта в целом. 16. ', 'responsibility': '1. Сбор требований у заказчиков и пользователей. 2. Документация требований. 3. Прорабатывать варианты оптимизации текущего функционала. 4. Предлагать решения возникающих...'}",
130909591,BI-аналитик (разработчик),2026-03-15T09:12:58+0300,2026-03-15T09:12:58+0300,False,https://hh.ru/vacancy/130909591,9048659,Векторфарм,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,156,"BI-аналитик, аналитик данных",,"{'requirement': 'Высшее образование. Опыт работы на платформе Power BI, построения витрин данных (не менее 1 года). Умение работать с большими объемами...', 'responsibility': 'Сбор требовании к BI у пользователей. Составление ТЗ с учетом требований пользователей. Разработка дашбордов в Power BI. Работа с базами...'}",
131227943,Senior Data Analyst (Marketing & Product),2026-03-15T17:56:44+0300,2026-03-15T17:56:44+0300,False,https://hh.ru/vacancy/131227943,2695526,START,True,1,Москва,,,,,moreThan6,Более 6 лет,full,Полная занятость,remote,Удаленная работа,10,Аналитик,"SQL, Tableau, Математическая статистика, Аналитика, Математическое моделирование, Эконометрика, Визуализация данных","{'requirement': 'Высшее образование. Опыт работы в области анализа данных от 5 лет. Продвинутое владение SQL, Python и/или R. ', 'responsibility': 'Выгрузка, анализ и презентация данных. Настройка аналитических процессов в маркетинге/коммерции. Ведение <highlighttext>аналитики</highlighttext> по нескольким бизнес-направлениям и взаимодействие со...'}",
130901212,Системный аналитик / Бизнес-аналитик,2026-03-14T20:13:51+0300,2026-03-14T20:13:51+0300,False,https://hh.ru/vacancy/130901212,2367969,Адакта,True,1,Москва,,,,,between3And6,От 3 до 6 лет,full,Полная занятость,remote,Удаленная работа,10,Аналитик,"Системный анализ, Бизнес-анализ, Страхование, Информационные технологии, JavaScript, SQL, Английский язык, Андеррайтинг, Актуарные расчеты, Системная интеграция","{'requirement': 'Имеешь опыт работы в IT / страховании в качестве бизнес или системного <highlighttext>аналитика</highlighttext>. Хорошо знаешь бизнес-процессы в сфере страхования. ', 'responsibility': 'Анализом бизнес-процессов заказчика. Сбором и формализацией бизнес-требований в непосредственном контакте со специалистами заказчика. Подготовкой технической документации на доработку...'}",
130910463,Системный аналитик Junior,2026-03-15T09:28:51+0300,2026-03-15T09:28:51+0300,False,https://hh.ru/vacancy/130910463,4913210,Datanomica,True,1,Москва,,,,,between1And3,От 1 года до 3 лет,full,Полная занятость,fullDay,Полный день,148,Системный аналитик,"Apache Kafka, PostgreSQL, REST, OpenShift","{'requirement': 'Уверенные знания по формированию требований на приложения OpenShift, PostgreSQL и построению интеграционных взаимодействий (REST, kafka). Высшее техническое образование. ', 'responsibility': 'Обслуживание клиентов — расчет с клиентами по операциям с наличными и другими ценностями в офисах Банка. Инкассация — автоматизация процесса подкрепления и...'}",
